NAME,SEASON,DREB/G,OREB/G,REB/G,PF/G,A/G,TO/G,A/TO,STL/G,BLK/G
Sydney Resch,2014,0.5,2.5,2.9,2.2,1.1,4.2,0.3,1.3,0.0
Alyssa Dovigi,2014,0.1,1.7,1.7,1.3,0.6,1.9,0.3,0.7,0.1
Jenni Thompson,2014,0.4,1.3,1.8,1.3,0.1,0.8,0.1,0.6,0.2
Carlie Manners,2014,0.2,0.8,1.0,0.8,0.0,0.3,0.0,0.0,0.0
Stephanie Jennings,2014,1.5,3.0,4.5,2.0,0.6,1.1,0.6,1.0,0.2
Amanda Orr,2014,0.3,0.8,1.1,1.4,0.4,1.9,0.2,0.3,0.0
Laura Meadows,2014,1.0,2.0,3.0,3.7,0.3,2.5,0.1,0.4,0.6
Daya Bhogal,2014,0.3,0.3,0.6,0.3,0.1,0.5,0.2,0.1,0.0
Taylor McAllister,2014,0.1,1.0,1.1,0.7,0.1,1.3,0.1,0.3,0.0
Dayna Howlett,2014,0.2,0.8,1.0,0.3,0.3,0.5,0.6,0.3,0.0
Andrea Polischuk,2014,1.0,2.3,3.4,0.9,1.9,1.8,1.1,1.7,0.2
Nicole Rosenkranz,2014,1.6,7.1,8.8,2.6,2.0,2.7,0.8,2.0,1.6
Katie Harpur,2014,1.5,3.1,4.5,1.4,0.5,0.6,0.7,0.8,0.1
Kayla Santilli,2014,0.5,2.5,3.0,2.0,1.5,2.3,0.7,1.6,0.1
Jenalyn Yumol,2014,1.0,1.7,2.8,1.6,3.0,1.3,2.3,1.5,0.2
Alexandra Symonds,2014,0.4,0.4,0.8,0.3,0.2,0.2,1.0,0.6,0.0
Annie McNeely,2014,0.8,1.6,2.5,1.1,1.0,0.8,1.4,0.7,0.0
Samantha De jong,2014,1.5,4.3,5.8,2.8,1.0,2.3,0.4,1.4,0.7
Gerda Kruckauskaite,2014,0.0,0.5,0.5,0.2,0.2,0.2,1.0,0.0,0.0
Rebecca Ralph,2014,0.4,0.6,0.9,0.4,0.3,0.6,0.5,0.1,0.1
Shanice Govia,2014,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Kira Cornelissen,2014,1.8,2.1,3.9,1.1,0.5,0.9,0.5,0.5,0.3
Laura Kayser,2014,0.2,0.0,0.2,0.0,0.0,0.2,0.0,0.2,0.0
Stephanie Carr,2014,0.5,1.3,1.8,1.8,0.4,1.6,0.3,0.5,0.0
Marla Corney,2014,0.8,0.3,1.0,0.4,0.0,0.1,0.0,0.1,0.1
Natasha Plaskacz,2014,0.9,1.4,2.3,2.7,0.5,1.6,0.3,0.5,0.0
Lindsay Shotbolt,2014,3.5,6.4,9.9,2.5,1.5,1.8,0.8,0.9,1.0
McKenzie Sigurdson,2014,0.4,1.6,2.0,1.3,1.4,1.5,1.0,0.9,0.0
Abeer Farhat,2014,0.1,0.6,0.8,0.5,0.6,1.1,0.5,0.4,0.0
Lindsey Suprunchuk,2014,2.6,4.2,6.8,2.8,0.6,1.4,0.5,1.0,0.6
Elizabeth Roach,2014,1.4,4.7,6.1,1.1,5.0,3.9,1.3,2.2,0.0
Alexandra Czich,2014,1.4,1.4,2.9,1.7,0.0,1.3,0.0,0.6,0.0
Tauralee Tenn,2014,1.0,2.5,3.5,0.5,1.0,1.0,1.0,0.0,0.0
Amanda Niyonkuru,2014,0.8,0.8,1.5,0.8,0.0,0.4,0.0,0.2,0.0
Heather Lindsay,2014,3.2,4.5,7.7,2.7,0.5,1.0,0.5,0.5,1.0
Barbara Inrig-Pieterse,2014,0.9,1.0,1.9,1.8,0.6,1.7,0.4,0.4,0.3
Marlee Freeman,2014,0.6,2.4,3.0,2.9,2.2,2.8,0.8,1.7,0.2
Erin Tilley,2014,1.1,3.7,4.8,2.2,1.1,2.0,0.5,0.6,0.1
Kathryn Shortt,2014,1.5,2.6,4.1,2.6,1.3,1.9,0.7,0.9,0.4
Dana Van Balkom,2014,0.9,1.1,2.0,1.9,1.0,0.8,1.4,0.8,0.2
Katelyn Yallin,2014,0.6,1.4,2.0,1.5,0.4,0.7,0.6,0.2,0.0
Samantha Renshaw,2014,0.7,0.8,1.4,1.8,0.3,0.7,0.5,0.3,0.1
Kayla Goodhoofd,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Erica McFadden,2014,0.6,2.6,3.3,2.5,1.5,2.6,0.6,1.0,0.1
Vanessa Rampado,2014,1.2,1.0,2.2,1.5,0.2,0.9,0.2,0.2,0.0
Michelle Douglas,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Julia Tennant,2014,3.0,6.1,9.1,2.2,0.2,2.2,0.1,0.9,0.7
Katherine MacTavish,2014,3.6,5.5,9.1,2.2,1.3,3.0,0.4,1.2,0.4
Regan Duff,2014,0.5,0.6,1.1,1.3,0.8,0.3,3.0,0.1,0.0
Jylisa Williams,2014,2.9,7.9,10.8,2.5,4.8,1.9,2.5,2.8,0.3
Katelyn Zen,2014,0.4,0.6,1.0,0.3,0.3,0.9,0.4,0.2,0.0
Cassandra Soulias,2014,0.3,0.3,0.6,0.8,0.4,0.4,1.0,0.1,0.1
Kelsey Bardsley,2014,0.1,1.5,1.6,2.1,1.2,2.2,0.6,1.3,0.0
Kylee Kuchta,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Katie Ulakovic,2014,0.5,1.5,2.0,1.2,1.3,1.5,0.9,0.5,0.2
Katelyn Andrea,2014,1.8,3.1,4.9,1.4,1.0,1.1,0.8,0.7,0.3
Ayse Kalkan,2014,1.7,4.3,6.0,3.0,1.7,2.9,0.6,2.3,0.0
Jerika Baldin,2014,0.2,1.1,1.3,0.3,1.1,1.5,0.7,0.2,0.0
Jessica Dehaan,2014,2.1,1.2,3.3,2.3,0.6,1.7,0.3,0.4,0.3
Blair McNaughton,2014,0.5,1.1,1.7,1.1,0.8,0.9,0.8,0.5,0.0
Essa Jacobsen,2014,3.4,3.0,6.4,3.0,0.8,1.4,0.6,1.1,0.1
Lindsay Inkila,2014,0.4,0.9,1.3,0.6,0.3,0.5,0.8,0.1,0.1
Ashley Randall,2014,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
Gillian Lavoie,2014,0.3,0.8,1.2,1.0,0.0,0.2,0.0,0.0,0.0
Devenae Bryce,2014,1.5,2.3,3.8,2.6,2.2,3.5,0.6,2.0,0.4
Adrienne Moreau,2014,1.1,3.5,4.7,2.7,0.5,2.6,0.2,2.0,0.1
Ashley Ing,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Krysten Patrick,2014,0.5,0.9,1.4,1.5,1.2,2.1,0.6,0.7,0.0
Danielle Harris,2014,0.8,2.3,3.1,1.9,2.0,2.6,0.7,1.5,0.0
Amanda Cosentino,2014,0.8,0.8,1.6,1.9,0.1,1.4,0.0,0.3,0.3
Rebecca Goodier,2014,0.5,1.0,1.5,1.2,0.5,2.4,0.2,0.4,0.0
Emily Case,2014,1.3,2.7,4.0,1.1,1.2,1.8,0.7,1.3,0.0
Janaye Tucker-Titanich,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rachel McLean,2014,0.7,1.1,1.9,0.9,0.5,1.0,0.4,0.2,0.1
Emma Decloe,2014,2.2,2.7,4.9,3.2,0.3,3.1,0.1,0.8,0.8
Jaime Soffer,2014,1.7,1.7,3.3,1.3,0.5,1.7,0.3,0.5,0.2
L'Ashante Henry,2014,1.2,2.0,3.2,1.1,0.2,0.9,0.2,0.8,0.0
Mary Scott,2014,0.3,2.2,2.5,1.2,0.4,0.8,0.5,0.3,0.3
Lee Anna osei,2014,1.3,3.3,4.6,1.7,3.7,2.7,1.4,1.2,0.0
Nicole Morrison,2014,0.7,1.8,2.4,1.9,1.6,2.5,0.7,0.7,0.1
Laura Doyle,2014,0.6,2.8,3.4,1.0,1.5,1.1,1.3,0.9,0.2
Kaitlyn Schenck,2014,0.4,1.1,1.5,1.9,1.3,1.3,1.0,0.5,0.0
Courtney Bruce,2014,0.6,0.8,1.4,1.1,0.5,0.6,0.8,0.4,0.1
Bree Chaput,2014,1.6,2.2,3.9,0.7,1.8,0.8,2.2,1.5,0.6
Nadine Chomyc,2014,0.4,0.4,0.8,0.6,0.6,0.4,1.7,0.1,0.1
Doreen Bonsu,2014,2.4,3.1,5.5,1.3,0.3,0.6,0.5,0.6,0.1
Kimberley Yeldon,2014,1.5,2.2,3.7,1.6,0.4,0.7,0.5,0.5,0.2
Alexandra Spadaro,2014,1.2,2.7,3.9,1.4,0.5,0.9,0.5,0.8,0.7
Samantha Jacobs,2014,1.9,2.8,4.7,2.2,1.0,2.0,0.5,1.1,0.8
Heather Payne,2014,1.5,2.0,3.5,1.4,0.2,0.6,0.4,1.1,0.5
Whitney Ellenor,2014,1.3,3.1,4.4,2.5,0.5,1.1,0.4,1.2,1.5
Melissa Dally,2014,0.3,0.0,0.3,0.7,0.0,0.3,0.0,0.0,0.0
Sarah Dillon,2014,0.7,0.7,1.4,0.3,0.6,0.4,1.7,0.1,0.2
Katrina Ward,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Danielle Boiago,2014,0.6,3.9,4.5,1.7,2.3,2.4,1.0,1.4,0.3
Isabel Ormond,2014,1.3,1.0,2.3,1.6,1.5,1.4,1.1,0.3,0.1
Vanessa Bonomo,2014,0.4,4.1,4.5,2.0,5.3,3.2,1.6,1.8,0.1
Lexie Spadafora,2014,1.0,0.8,1.8,0.8,0.4,0.8,0.5,0.6,0.1
Liz Burns,2014,1.3,0.9,2.2,1.4,0.8,0.9,0.9,0.5,0.2
Jackie Nimec,2014,0.9,2.9,3.7,2.4,0.8,1.5,0.5,0.4,0.3
Brooke-Lyn Murdoch,2014,0.0,1.0,1.0,0.4,0.4,1.0,0.4,0.4,0.0
Rachael Holmes,2014,0.7,0.5,1.3,0.9,0.7,0.8,0.9,0.6,0.0
Jelena Mamic,2014,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Hailey Milligan,2014,3.4,8.3,11.7,2.3,0.9,2.7,0.3,1.3,1.1
Marie Korte,2014,0.3,0.5,0.8,0.7,0.1,0.4,0.3,0.2,0.1
Clare Kenney,2014,1.0,0.8,1.8,0.9,0.3,0.8,0.4,0.4,0.0
Stephanie Truelove,2014,1.8,1.3,3.0,1.9,1.9,1.7,1.1,1.4,0.2
Siobhan Manning,2014,0.2,0.5,0.6,0.1,0.2,0.5,0.4,0.5,0.0
Courtney McPherson,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Julia Soriano,2014,1.6,3.0,4.7,1.8,2.1,2.5,0.8,1.9,0.0
Charlotte MacKenzie,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charlotte Mackenzie,2014,1.6,2.0,3.6,2.3,0.8,1.8,0.4,0.7,0.0
Stephanie Macdonald,2014,1.8,2.4,4.2,2.1,1.6,2.6,0.6,1.8,0.3
Sarah Van hooydonk,2014,0.1,0.1,0.3,0.3,0.1,0.5,0.3,0.4,0.0
Kellie Forand,2014,0.5,0.3,0.8,1.0,0.6,1.1,0.6,0.8,0.0
Danielle Marion,2014,1.4,1.6,3.1,1.8,0.8,1.0,0.8,0.5,0.1
Francesca Bellehumeur,2014,0.6,1.4,2.0,1.3,0.7,1.1,0.7,0.8,0.1
Maddie Stephen,2014,3.2,7.0,10.2,2.0,1.9,2.0,0.9,0.9,1.0
Kellie Ring,2014,2.5,3.0,5.5,1.5,5.0,1.5,3.3,0.5,0.5
Sarah Besselink,2014,0.8,1.5,2.2,2.3,1.3,1.6,0.8,0.4,0.2
Catherine Traer,2014,1.4,2.1,3.5,1.2,1.8,2.0,0.9,1.3,1.0
Angela Tilk,2014,3.1,5.0,8.1,3.5,0.9,2.3,0.4,0.9,0.2
Akpene Kwamie,2014,0.7,1.3,2.0,1.1,0.1,0.4,0.3,0.3,0.2
Katherine Lemoine,2014,0.8,1.6,2.4,2.0,0.3,0.8,0.4,0.3,0.4
Sophie Bruyere,2014,0.3,0.8,1.1,0.6,0.1,0.5,0.1,0.6,0.0
Liz Boag,2014,0.8,2.8,3.6,1.2,3.5,2.2,1.6,2.3,0.0
Emily Hazlett,2014,0.9,2.1,3.0,2.6,2.5,2.6,0.9,1.6,0.1
Sarah Saftich,2014,0.1,0.1,0.2,0.3,0.0,0.2,0.0,0.1,0.0
Abby Dixon,2014,0.6,1.6,2.1,1.5,0.5,1.2,0.4,0.8,0.1
Laura Baker,2014,0.3,0.3,0.7,0.6,0.1,0.3,0.3,0.0,0.1
Gemma Bullard,2014,0.4,3.1,3.5,2.5,0.9,2.2,0.4,1.7,0.1
Meaghan MacDougall,2014,0.7,1.5,2.3,0.9,0.5,1.5,0.4,1.3,0.2
Maria Gill,2014,0.4,1.0,1.5,0.8,0.2,0.8,0.2,0.1,0.2
Amy Cotton,2014,0.3,1.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0
Nicole Morse,2014,1.0,2.0,3.0,1.6,0.5,0.6,0.7,0.4,0.1
Andrea Priamo,2014,2.0,2.5,4.5,2.3,0.5,1.4,0.3,0.3,0.1
Robyn Pearson,2014,3.4,6.3,9.7,3.6,0.7,2.7,0.3,1.1,0.6
Jenny Wright,2014,2.1,2.5,4.7,1.6,2.3,2.3,1.0,1.8,0.6
Nicole Barnard,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Claire Endicott,2014,0.2,0.4,0.6,1.0,0.4,0.8,0.5,0.0,0.0
Chloe Mago,2014,0.4,1.4,1.7,1.4,1.3,2.5,0.5,0.8,0.2
Julia Robertson,2014,0.3,1.0,1.3,2.2,1.9,3.2,0.6,1.3,0.0
Laura Gaskin,2014,0.3,1.2,1.5,1.5,0.9,1.3,0.7,0.4,0.0
Keneca Pingue-Giles,2014,2.2,4.2,6.5,2.9,1.5,2.6,0.6,1.8,0.2
Shannon McInerney,2014,0.9,0.9,1.8,1.0,0.2,1.0,0.2,0.3,0.1
C Gabriel-Robinson,2014,1.5,1.6,3.0,2.5,0.8,2.7,0.3,1.1,0.1
Dayana Gechkova,2014,0.4,2.4,2.8,0.8,0.7,1.9,0.4,0.7,0.1
Mariah Nunes,2014,1.3,2.7,4.0,2.7,2.4,2.5,1.0,2.3,0.8
Annie Bourdeau,2014,0.8,1.2,2.0,1.0,0.3,0.8,0.3,0.4,0.3
Nicole Didomenico,2014,0.3,0.8,1.1,0.7,0.7,0.6,1.1,0.5,0.1
Skye Johns,2014,0.6,1.4,2.1,1.7,0.2,1.1,0.2,0.6,0.4
Tashana McDonald,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annie Sokoloff,2014,2.5,3.8,6.2,1.8,1.1,2.0,0.6,1.0,0.1
Silvana Jez,2014,1.4,3.6,5.0,1.9,0.9,2.1,0.4,0.7,0.5
J Momic,2014,0.5,0.7,1.2,1.0,0.5,1.2,0.4,0.5,0.0
R Atkinson,2014,0.8,1.0,1.8,1.6,0.7,1.5,0.5,0.8,0.0
J Stratton,2014,1.0,3.7,4.7,0.7,2.7,3.0,0.9,2.5,0.3
J Longauer,2014,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
D Edwards,2014,0.6,1.9,2.5,0.8,0.7,1.2,0.6,0.7,0.0
V Wallace,2014,0.1,0.6,0.8,1.2,0.3,0.6,0.6,0.1,0.0
M Laurin,2014,0.5,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0
A Van Kampen,2014,1.7,3.5,5.1,2.5,1.0,1.9,0.5,0.7,0.4
L Bailey,2014,1.3,3.7,5.0,3.0,1.8,2.8,0.6,1.0,0.6
R Sider,2014,1.8,3.7,5.5,2.2,1.0,2.2,0.4,1.0,0.1
E Piccini,2014,0.9,1.6,2.4,1.5,0.6,1.4,0.4,0.9,0.2
S Sucharme,2014,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0
K Chute,2014,1.0,1.3,2.4,1.4,0.7,1.1,0.6,0.5,0.1
A Garner,2014,0.6,1.0,1.6,1.1,0.3,0.9,0.3,0.2,0.0
V Brathwaite,2014,1.5,1.6,3.1,0.8,1.9,1.8,1.1,2.1,0.0
Elizabeth Holmes,2014,0.1,1.0,1.1,0.8,0.3,0.6,0.6,0.3,0.2
Caitlin Macleod,2014,0.5,1.1,1.6,0.8,0.5,1.6,0.3,0.5,0.1
Swetha Kulandaivelan,2014,0.4,0.3,0.8,0.2,0.0,0.3,0.0,0.1,0.0
Mackenzie Lougheed,2014,1.6,3.3,5.0,1.8,0.2,1.4,0.1,0.7,0.2
Madison Behr,2014,0.7,2.6,3.3,1.5,0.7,2.2,0.3,0.4,0.0
Jenel Ulman,2014,0.6,1.0,1.6,1.4,1.4,2.5,0.6,1.0,0.0
Ally Vonk,2014,0.9,2.2,3.1,1.4,0.5,1.0,0.4,0.1,0.3
Laura Burnett,2014,0.6,2.5,3.1,1.0,0.6,1.2,0.5,0.4,0.2
Emily Wilk,2014,0.7,3.2,3.9,2.2,1.8,3.2,0.6,0.6,0.1
Kristen Osborne,2014,1.3,2.2,3.5,1.4,0.5,2.5,0.2,0.6,0.1
Julie Pavlik,2014,0.1,0.5,0.7,0.5,0.5,1.1,0.4,0.3,0.0
Kate Kuntze,2014,1.6,2.5,4.2,2.4,1.1,2.2,0.5,0.7,0.5
Marti Killeen,2014,1.9,5.4,7.2,1.9,1.9,4.3,0.4,1.2,0.4
Jenny Vaughan,2014,0.6,3.6,4.2,0.9,3.8,3.0,1.2,2.2,0.1
Chiara Pellegrino,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Katelyn Leddy,2014,2.1,7.3,9.5,3.2,2.0,2.5,0.8,1.0,0.4
Alicia Sestili,2014,0.3,0.3,0.5,0.0,0.5,0.5,1.0,0.3,0.0
Louise Bunce,2014,0.4,0.4,0.8,0.4,0.1,0.5,0.3,0.4,0.0
Caroline Wolynski,2014,1.0,2.4,3.4,1.9,2.9,2.0,1.4,1.8,0.1
Sasha Samardzija,2014,0.3,1.1,1.4,1.1,0.3,0.2,1.7,0.3,0.0
Lindsay Kondracki,2014,0.4,0.6,1.0,0.4,0.3,0.6,0.5,0.0,0.0
Kelsey Wright,2014,0.3,1.7,2.0,2.3,1.6,1.9,0.9,1.1,0.2
Victoria Heine,2014,1.4,2.6,4.0,1.2,0.1,1.2,0.1,0.3,0.2
Mackenzie Puklicz,2014,0.5,2.5,3.0,1.0,0.5,1.3,0.4,1.0,0.1
Meredith McLeod,2014,0.2,0.3,0.5,0.0,0.3,0.2,2.0,0.0,0.0
Abigail Kuun,2014,1.7,1.0,2.7,0.7,0.0,0.6,0.0,0.0,0.2
Melissa Rondinelli,2014,2.3,4.4,6.7,2.7,0.6,1.5,0.4,0.9,0.5
Caitlyn Longmuir,2014,0.0,1.4,1.5,1.1,0.9,0.9,1.0,1.1,0.0
Kristine Lalonde,2014,0.7,1.4,2.0,1.1,2.4,1.5,1.6,1.1,0.2
Korissa Williams,2014,2.3,2.8,5.1,1.3,3.4,2.3,1.5,3.3,0.4
Andrea Kiss,2014,1.0,1.3,2.3,0.9,0.6,0.7,0.9,0.7,0.2
Kim Moroun,2014,1.3,1.4,2.7,1.0,0.3,0.2,1.8,0.3,0.1
Miah-Marie Langlois,2014,0.9,4.9,5.8,1.8,4.9,1.7,2.9,3.8,0.2
Jessica Clemencon,2014,3.0,4.7,7.7,1.4,1.9,2.0,0.9,0.9,0.8
Jocelyn Larocque,2014,0.3,2.4,2.7,0.8,1.7,1.2,1.4,1.6,0.1
Cheyanne Roger,2014,2.3,2.2,4.5,1.4,1.4,1.3,1.1,0.8,2.0
Tessa Kreiger,2014,2.3,3.1,5.4,1.3,0.5,1.0,0.5,0.3,0.8
Anna Mullins,2014,0.3,0.6,0.8,0.8,0.3,0.1,3.5,0.2,0.1
Emily Prevost,2014,1.4,1.1,2.4,0.7,0.4,1.0,0.4,0.1,0.3
Nadia Qahwash,2014,0.7,3.4,4.1,1.8,2.3,3.1,0.8,1.2,0.0
Jackie Koudys,2014,0.2,0.7,0.8,0.5,0.4,1.3,0.3,0.2,0.1
Erin Sarapnickas,2014,0.6,1.1,1.7,1.1,0.1,0.7,0.2,0.1,0.1
Llyandra Kerr,2014,1.8,5.0,6.8,1.4,0.6,2.0,0.3,0.5,0.5
Ishanaa Seupersadsingh,2014,0.1,1.3,1.4,1.1,1.0,1.5,0.7,0.6,0.0
Nina Guzina,2014,0.5,0.0,0.5,0.0,0.0,0.8,0.0,0.3,0.0
Jessica Ramkeesoon,2014,0.2,0.6,0.8,0.6,0.0,0.8,0.0,0.0,0.0
Hayley Finn,2014,0.5,1.7,2.2,1.4,0.5,0.4,1.1,0.3,0.1
Kayla Pangos,2014,1.0,2.4,3.5,1.1,2.1,2.4,0.9,0.5,0.1
Courtney Osborne,2014,1.3,4.7,6.0,2.3,1.5,2.5,0.6,0.6,0.3
Shauney Fischer,2014,2.0,3.2,5.3,2.3,1.0,1.4,0.7,0.9,0.4
Emma Thompson,2014,0.2,1.9,2.1,0.7,0.1,0.5,0.2,0.1,0.2
Faatimah A,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Taylor Ross,2014,0.6,2.1,2.7,0.9,0.2,0.3,0.7,0.5,0.0
Saskia Van ginhoven,2014,1.5,1.7,3.2,2.0,1.2,1.5,0.8,1.0,0.2
Jaime Norum,2014,0.0,0.6,0.6,0.7,0.6,0.6,1.0,0.1,0.0
Elle Hendershot,2014,0.7,0.9,1.6,0.9,0.1,0.3,0.3,0.1,0.1
Sally Hillier,2014,0.1,1.5,1.7,1.2,2.0,2.5,0.8,0.8,0.0
Jessilyn Fairbanks,2014,0.5,2.4,3.0,2.5,3.4,2.4,1.4,1.7,0.2
Sarah Binns,2014,0.3,1.2,1.5,1.4,0.9,1.1,0.9,0.8,0.3
Maddie Rogers,2014,0.3,1.7,2.0,1.9,2.0,2.3,0.9,1.1,0.0
Megan Wickstrom,2014,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
Renee Byrne,2014,0.3,0.9,1.1,0.9,1.3,1.6,0.8,0.6,0.1
Kendra Asleson,2014,2.8,3.7,6.5,1.9,0.4,2.2,0.2,0.5,0.1
Andria Carlyon,2014,2.5,4.9,7.3,1.7,0.6,1.5,0.4,2.0,1.0
Kelly Lyons,2014,1.3,3.6,4.9,2.2,0.8,1.6,0.5,1.0,0.4
Colleen Moyer,2014,0.3,0.0,0.3,0.7,0.0,0.3,0.0,0.0,0.3
Erin Mackinnon,2014,0.2,0.2,0.3,0.0,0.0,0.2,0.0,0.3,0.0
Megan Van de kraats,2014,1.2,2.9,4.1,2.1,0.5,1.0,0.5,0.6,0.6
Caitlin Lennon,2014,0.5,0.5,1.0,0.0,0.5,1.0,0.5,0.0,0.0
Aleah Bridges,2014,0.9,4.1,5.0,1.8,2.8,2.8,1.0,1.9,0.1
Kaela Cranston,2014,1.0,3.5,4.5,2.0,0.5,1.5,0.3,1.1,0.2
A. McDonald-Okoro,2014,1.8,1.5,3.3,2.0,0.1,1.9,0.1,0.3,0.1
Brittany Boudreau,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stephanie Haynes,2014,2.7,3.1,5.9,2.6,1.1,2.2,0.5,1.2,0.0
Shonte Devernichuk,2014,0.2,0.5,0.7,0.2,0.3,1.0,0.3,0.2,0.0
Kinsley Ransom,2014,0.7,1.5,2.2,0.5,0.2,0.6,0.3,0.2,0.0
Stephanie Hunter,2014,0.3,0.7,1.0,0.8,0.1,0.6,0.2,0.1,0.2
Keegan Robinson,2014,0.6,0.9,1.5,2.4,0.3,1.0,0.3,0.5,0.0
Amy Williams,2014,1.6,2.4,4.0,1.9,0.2,1.1,0.2,0.4,0.5
Cassie Cooke,2014,1.5,5.5,7.0,2.1,4.6,2.7,1.7,3.6,0.0
Jaynell Gillett,2014,2.0,2.7,4.7,1.6,0.8,1.6,0.5,0.5,0.4
Emma Vickers,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kristie Sheils,2014,0.5,2.2,2.7,1.0,2.7,3.2,0.8,1.4,0.0
Lindsey Agnew,2014,0.7,0.9,1.6,1.2,0.3,1.4,0.2,0.6,0.0
Clarise Jennings,2014,0.8,2.3,3.1,1.3,0.4,1.3,0.3,0.3,0.0
Tamara Jarrett,2014,2.9,3.0,5.9,3.3,2.6,3.4,0.8,2.6,0.3
Ashley Hirons,2014,1.5,2.3,3.8,1.1,1.4,1.5,0.9,2.0,0.1
Hayli Hinchey,2014,0.4,0.6,0.9,0.4,0.0,0.3,0.0,0.1,0.0
Brianna Ghali,2014,1.1,2.7,3.9,1.8,0.6,2.9,0.2,1.1,0.4
Jessica Thielen,2014,2.6,4.6,7.3,2.8,1.2,3.5,0.3,1.0,0.0
Erika Romanow,2014,0.4,1.4,1.9,0.7,0.4,0.5,0.8,0.5,0.0
Lawrie Saunders,2014,2.0,2.9,4.9,2.3,0.1,1.6,0.1,0.7,0.7
Aimee Wilson,2014,0.9,1.2,2.1,1.1,0.6,0.9,0.7,0.3,0.2
Sara Simovic,2014,0.5,3.8,4.2,2.6,2.0,3.3,0.6,1.0,0.0
Ali Cameron,2014,0.8,2.0,2.8,2.0,2.3,3.2,0.7,2.3,0.0
Erin James,2014,1.2,2.0,3.2,2.1,1.3,2.7,0.5,0.5,0.0
Taylor Crozon,2014,0.6,1.0,1.6,1.0,0.6,1.6,0.4,0.5,0.0
Larsyn Webster,2014,0.0,0.0,0.0,0.4,0.6,0.9,0.6,0.0,0.0
Zoe Dahl,2014,0.2,1.1,1.3,0.5,0.2,0.8,0.3,0.4,0.0
Kendra Lee,2014,0.2,0.4,0.6,0.3,0.5,0.8,0.6,0.0,0.0
Mariah Miller,2014,2.2,3.0,5.2,2.2,0.7,2.9,0.2,1.5,0.1
Kelsey Willoughby,2014,0.4,1.8,2.2,1.5,0.4,1.1,0.3,0.2,0.0
Katlyn Olsen,2014,0.5,4.9,5.4,1.7,3.1,2.6,1.2,1.5,0.0
Kim Veldman,2014,2.8,7.0,9.8,1.8,1.0,4.0,0.2,0.7,0.2
Claire Harvey,2014,1.2,1.9,3.1,1.6,0.4,0.7,0.5,0.7,0.3
Jenilyn Monton,2014,0.2,1.5,1.7,1.2,1.3,1.5,0.8,0.5,0.0
S. Carmona-Galdamez,2014,0.6,1.7,2.4,3.2,2.0,3.1,0.6,1.2,0.0
Stephanie Gill,2014,0.6,1.8,2.4,1.2,2.4,2.1,1.1,0.8,0.0
Mackenzie Judd,2014,0.4,0.4,0.8,0.7,0.1,0.5,0.2,0.3,0.0
Morgan Cross,2014,1.0,2.0,3.0,1.8,0.7,2.1,0.3,0.5,0.1
Robyn Eyer,2014,0.5,1.3,1.7,0.9,0.5,1.3,0.4,0.6,0.0
Samantha Pyke,2014,0.7,0.8,1.5,0.4,0.1,0.5,0.2,0.2,0.2
Christiane Fischer,2014,0.9,2.4,3.3,1.7,2.4,2.2,1.1,0.9,0.0
Rebecca Potter,2014,0.5,1.1,1.6,0.9,0.1,0.6,0.2,0.2,0.0
Christina Posthumus,2014,0.5,0.5,0.9,0.9,0.1,0.2,0.5,0.2,0.1
Allison Balasko,2014,2.0,5.1,7.0,1.7,1.0,2.2,0.5,0.8,0.2
Vanessa DeVries,2014,2.2,2.9,5.0,2.6,0.7,2.0,0.3,1.3,0.1
Martina Allen,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alicia Tan,2014,0.7,3.3,4.0,2.7,3.1,2.5,1.3,3.3,0.0
Danica Rybachuk,2014,0.6,2.4,3.0,1.6,1.4,3.6,0.4,1.6,0.1
